ons_id,constituency_name,region_name,country_name,constituency_type,time_recorded,result,party_abbreviation,party_name,title,firstname,surname,middlenames,mnis_id,gender,candidate_type,old_constituency
E14001322,Leeds North West,Yorkshire and The Humber,England,County,7/5/24 5:56,Lab gain from Con,Lab,Labour,,Katie,White,Jayne,,Female,New member,
E14001323,Leeds South,Yorkshire and The Humber,England,Borough,7/5/24 6:31,Lab hold,Lab,Labour,,Hilary,Benn,James,413,Male,Re-elected Member,Leeds Central
E14001324,Leeds South West and Morley,Yorkshire and The Humber,England,Borough,7/5/24 6:33,Lab gain from Con,Lab,Labour,Mr,Mark,Sewards,,,Male,New member,
E14001325,Leeds West and Pudsey,Yorkshire and The Humber,England,Borough,7/5/24 2:32,Lab hold,Lab,Labour,,Rachel,Reeves,,4031,Female,Re-elected Member,Leeds West
E14001326,Leicester East,East Midlands,England,Borough,7/5/24 3:33,Con gain from Lab,Con,Conservative,,Shivani,Raja,,,Female,New member,
E14001327,Leicester South,East Midlands,England,Borough,7/5/24 3:46,Ind gain from Lab,Ind,Independent,,Shockat,Adam,,,Male,New member,
E14001328,Leicester West,East Midlands,England,Borough,7/5/24 3:06,Lab hold,Lab,Labour,,Liz,Kendall,,4026,Female,Re-elected Member,Leicester West
E14001329,Leigh and Atherton,North West,England,Borough,7/5/24 2:29,Lab gain from Con,Lab,Labour and Co-operative,,Jo,Platt,Marie,4673,Female,Historical member,
E14001330,Lewes,South East,England,County,7/5/24 6:01,LD gain from Con,LD,Liberal Democrat,,James,MacCleary,Neville,,Male,New member,
E14001331,Lewisham East,London,England,Borough,7/5/24 5:53,Lab hold,Lab,Labour,,Janet,Daby,Jessica,4698,Female,Re-elected Member,Lewisham East
E14001332,Lewisham North,London,England,Borough,7/5/24 5:58,Lab hold,Lab,Labour,,Vicky,Foxcroft,,4491,Female,Re-elected Member,"Lewisham, Deptford"
E14001333,Lewisham West and East Dulwich,London,England,Borough,7/5/24 5:31,Lab hold,Lab,Labour,,Ellie,Reeves,,4620,Female,Re-elected Member,Lewisham West and Penge
E14001334,Leyton and Wanstead,London,England,Borough,7/5/24 6:40,Lab hold,Lab,Labour,,Calvin,Bailey,George,,Male,New member,
E14001335,Lichfield,West Midlands,England,County,7/5/24 3:58,Lab gain from Con,Lab,Labour,,Dave,Robertson,,,Male,New member,
E14001336,Lincoln,East Midlands,England,Borough,7/5/24 4:26,Lab gain from Con,Lab,Labour,,Hamish,Falconer,,,Male,New member,
E14001337,Liverpool Garston,North West,England,Borough,7/5/24 5:26,Lab hold,Lab,Labour,,Maria,Eagle,,483,Female,Re-elected Member,Garston and Halewood
E14001338,Liverpool Riverside,North West,England,Borough,7/5/24 3:31,Lab hold,Lab,Labour,,Kim,Johnson,Marie,4824,Female,Re-elected Member,"Liverpool, Riverside"
E14001339,Liverpool Walton,North West,England,Borough,7/5/24 3:01,Lab hold,Lab,Labour,,Dan,Carden,Joseph,4651,Male,Re-elected Member,"Liverpool, Walton"
E14001340,Liverpool Wavertree,North West,England,Borough,7/5/24 4:17,Lab hold,Lab,Labour,,Paula,Barker,,4828,Female,Re-elected Member,"Liverpool, Wavertree"
E14001341,Liverpool West Derby,North West,England,Borough,7/5/24 3:42,Lab hold,Lab,Labour,,Ian,Byrne,Robert,4831,Male,Re-elected Member,"Liverpool, West Derby"
S14000095,Livingston,Scotland,Scotland,County,7/5/24 4:37,Lab gain from SNP,Lab,Labour,,Gregor,Poynton,Arthur,,Male,New member,
W07000098,Llanelli,Wales,Wales,County,7/5/24 4:17,Lab hold,Lab,Labour,Dame,Nia,Griffith,Rhiannon,1541,Female,Re-elected Member,Llanelli
S14000096,Lothian East,Scotland,Scotland,County,7/5/24 3:24,Lab gain from SNP,Lab,Labour and Co-operative,Mr,Douglas,Alexander,Garven,632,Male,Historical member,
E14001342,Loughborough,East Midlands,England,County,7/5/24 5:36,Lab gain from Con,Lab,Labour,,Jeevun,Sandher,,,Male,New member,
E14001343,Louth and Horncastle,East Midlands,England,County,7/5/24 4:03,Con hold,Con,Conservative,,Victoria,Atkins,Mary,4399,Female,Re-elected Member,Louth and Horncastle
E14001344,Lowestoft,East of England,England,County,7/5/24 6:09,Lab gain from Con,Lab,Labour,,Jess,Asato,,,Female,New member,
E14001345,Luton North,East of England,England,Borough,7/5/24 5:42,Lab hold,Lab,Labour,,Sarah,Owen,Mei Li,4777,Female,Re-elected Member,Luton North
E14001346,Luton South and South Bedfordshire,East of England,England,County,7/5/24 5:06,Lab hold,Lab,Labour,,Rachel,Hopkins,Louise,4873,Female,Re-elected Member,Luton South
E14001347,Macclesfield,North West,England,County,7/5/24 5:46,Lab gain from Con,Lab,Labour,,Tim,Roca,,,Male,New member,
E14001348,Maidenhead,South East,England,County,7/5/24 6:54,LD gain from Con,LD,Liberal Democrat,Mr,Joshua,Reynolds,Peter,,Male,New member,
E14001349,Maidstone and Malling,South East,England,County,7/5/24 6:13,Con hold,Con,Conservative,Mrs,Helen,Grant,,4018,Female,Re-elected Member,Maidstone and The Weald
E14001350,Makerfield,North West,England,Borough,7/5/24 3:02,Lab hold,Lab,Labour,,Josh,Simons,,,Male,New member,
E14001351,Maldon,East of England,England,County,7/5/24 5:15,Con hold,Con,Conservative,,John,Whittingdale,Flasby Lawrance,39,Male,Re-elected Member,Maldon
E14001352,Manchester Central,North West,England,Borough,7/5/24 4:47,Lab hold,Lab,Labour and Co-operative,,Lucy,Powell,Maria,4263,Female,Re-elected Member,Manchester Central
E14001353,Manchester Rusholme,North West,England,Borough,7/5/24 5:35,Lab hold,Lab,Labour,,Afzal,Khan,,4671,Male,Re-elected Member,"Manchester, Gorton"
E14001354,Manchester Withington,North West,England,Borough,7/5/24 5:01,Lab hold,Lab,Labour,,Jeff,Smith,,4456,Male,Re-elected Member,"Manchester, Withington"
E14001355,Mansfield,East Midlands,England,County,7/5/24 4:57,Lab gain from Con,Lab,Labour,,Steve,Yemm,,,Male,New member,
E14001356,Melksham and Devizes,South West,England,County,7/5/24 5:47,LD gain from Con,LD,Liberal Democrat,,Brian,Mathew,,,Male,New member,
E14001357,Melton and Syston,East Midlands,England,County,7/5/24 5:13,Con hold,Con,Conservative,,Edward,Argar,John Comport,4362,Male,Re-elected Member,Charnwood
E14001358,Meriden and Solihull East,West Midlands,England,County,7/5/24 3:53,Con hold,Con,Conservative,,Saqib,Bhatti,,4818,Male,Re-elected Member,Meriden
W07000099,Merthyr Tydfil and Aberdare,Wales,Wales,County,7/5/24 4:43,Lab hold,Lab,Labour,,Gerald,Jones,,4501,Male,Re-elected Member,Merthyr Tydfil and Rhymney
W07000100,Mid and South Pembrokeshire,Wales,Wales,County,7/5/24 4:02,Lab gain from Con,Lab,Labour,,Henry,Tufnell,,,Male,New member,
E14001359,Mid Bedfordshire,East of England,England,County,7/5/24 4:26,Con hold,Con,Conservative,,Blake,Stephenson,,,Male,New member,
E14001360,Mid Buckinghamshire,South East,England,County,7/5/24 6:03,Con hold,Con,Conservative,,Greg,Smith,,4778,Male,Re-elected Member,Buckingham
E14001361,Mid Cheshire,North West,England,County,7/5/24 4:50,Lab gain from Con,Lab,Labour,,Andrew,Cooper,Graham,,Male,New member,
E14001362,Mid Derbyshire,East Midlands,England,County,7/5/24 5:22,Lab gain from Con,Lab,Labour,,Jonathan,Davies,,,Male,New member,
E14001363,Mid Dorset and North Poole,South West,England,County,7/5/24 6:44,LD gain from Con,LD,Liberal Democrat,,Vikki,Slade,,,Female,New member,
S14000097,Mid Dunbartonshire,Scotland,Scotland,County,7/5/24 4:57,LD gain from SNP,LD,Liberal Democrat,,Susan,Murray,,,Female,New member,
E14001364,Mid Leicestershire,East Midlands,England,County,7/5/24 6:30,Con hold,Con,Conservative,,Peter,Bedford,Alexander,,Male,New member,
E14001365,Mid Norfolk,East of England,England,County,7/5/24 3:44,Con hold,Con,Conservative,,George,Freeman,William,4020,Male,Re-elected Member,Mid Norfolk
E14001366,Mid Sussex,South East,England,County,7/5/24 5:43,LD gain from Con,LD,Liberal Democrat,,Alison,Bennett,Elizabeth,,Female,New member,
N05000010,Mid Ulster,Northern Ireland,Northern Ireland,County,7/5/24 4:14,SF hold,SF,Sinn Fein,Mr,Cathal,Mallaghan,Sean,,Male,New member,
E14001367,Middlesbrough and Thornaby East,North East,England,Borough,7/5/24 3:35,Lab hold,Lab,Labour,,Andy,McDonald,,4269,Male,Re-elected Member,Middlesbrough
E14001368,Middlesbrough South and East Cleveland,North East,England,County,7/5/24 4:19,Lab gain from Con,Lab,Labour,,Luke,Myer,,,Male,New member,
S14000045,Midlothian,Scotland,Scotland,County,7/5/24 4:02,Lab gain from SNP,Lab,Labour and Co-operative,,Kirsty,McNeill,,,Female,New member,
E14001369,Milton Keynes Central,South East,England,Borough,7/5/24 4:34,Lab gain from Con,Lab,Labour,,Emily,Darlington,,,Female,New member,
E14001370,Milton Keynes North,South East,England,County,7/5/24 4:37,Lab gain from Con,Lab,Labour,,Chris,Curtis,,,Male,New member,
E14001371,Mitcham and Morden,London,England,Borough,7/5/24 6:00,Lab hold,Lab,Labour,Dame,Siobhain,McDonagh,Ann,193,Female,Re-elected Member,Mitcham and Morden
W07000101,Monmouthshire,Wales,Wales,County,7/5/24 5:52,Lab gain from Con,Lab,Labour,,Catherine,Fookes,Ann,,Female,New member,
W07000102,Montgomeryshire and Glyndwr,Wales,Wales,County,7/5/24 5:11,Lab gain from Con,Lab,Labour,,Steve,Witherden,,,Male,New member,
S14000098,"Moray West, Nairn and Strathspey",Scotland,Scotland,County,7/5/24 5:47,SNP hold,SNP,Scottish National Party,,Graham,Leadbitter,,,Male,New member,
E14001372,Morecambe and Lunesdale,North West,England,County,7/5/24 5:27,Lab gain from Con,Lab,Labour,,Lizzi,Collinge,,,Female,New member,
S14000099,"Motherwell, Wishaw and Carluke",Scotland,Scotland,County,7/5/24 4:12,Lab gain from SNP,Lab,Labour,,Pamela,Nash,,3909,Female,Historical member,
S14000027,Na h-Eileanan an Iar,Scotland,Scotland,County,7/5/24 5:20,Lab gain from SNP,Lab,Labour,,Torcuil,Crichton,,,Male,New member,
W07000103,Neath and Swansea East,Wales,Wales,County,7/5/24 4:21,Lab hold,Lab,Labour,,Carolyn,Harris,,4480,Female,Re-elected Member,Swansea East
E14001373,New Forest East,South East,England,County,7/5/24 4:39,Con hold,Con,Conservative,Sir,Julian,Lewis,Murray,54,Male,Re-elected Member,New Forest East
E14001374,New Forest West,South East,England,County,7/5/24 5:44,Con hold,Con,Conservative,Sir,Desmond,Swayne,Angus,55,Male,Re-elected Member,New Forest West
E14001375,Newark,East Midlands,England,County,7/5/24 4:29,Con hold,Con,Conservative,,Robert,Jenrick,,4320,Male,Re-elected Member,Newark
E14001376,Newbury,South East,England,County,7/5/24 6:18,LD gain from Con,LD,Liberal Democrat,Mr,Lee,Dillon,Raymond James,,Male,New member,
E14001377,Newcastle upon Tyne Central and West,North East,England,Borough,7/5/24 1:57,Lab hold,Lab,Labour,,Chi,Onwurah,,4124,Female,Re-elected Member,Newcastle upon Tyne Central
E14001378,Newcastle upon Tyne East and Wallsend,North East,England,Borough,7/5/24 3:49,Lab hold,Lab,Labour,,Mary,Glindon,Theresa,4126,Female,Re-elected Member,North Tyneside
E14001379,Newcastle upon Tyne North,North East,England,Borough,7/5/24 3:02,Lab hold,Lab,Labour,,Catherine,McKinnell,,4125,Female,Re-elected Member,Newcastle upon Tyne North
E14001380,Newcastle-under-Lyme,West Midlands,England,County,7/5/24 4:29,Lab gain from Con,Lab,Labour,,Adam,Jogee,,,Male,New member,
W07000104,Newport East,Wales,Wales,County,7/5/24 3:30,Lab hold,Lab,Labour,,Jessica,Morden,Elizabeth,1548,Female,Re-elected Member,Newport East
W07000105,Newport West and Islwyn,Wales,Wales,County,7/5/24 4:00,Lab hold,Lab,Labour,,Ruth,Jones,Lorraine,4716,Female,Re-elected Member,Newport West
N05000011,Newry and Armagh,Northern Ireland,Northern Ireland,County,7/5/24 5:37,SF hold,SF,Sinn Fein,,DÃ¡ire,Hughes,,,Male,New member,
E14001381,Newton Abbot,South West,England,County,7/5/24 3:38,LD gain from Con,LD,Liberal Democrat,,Martin,Wrigley,,,Male,New member,
E14001382,Newton Aycliffe and Spennymoor,North East,England,County,7/5/24 3:24,Lab gain from Con,Lab,Labour,,Alan,Strickland,Paul,,Male,New member,
E14001383,Normanton and Hemsworth,Yorkshire and The Humber,England,County,7/5/24 6:34,Lab hold,Lab,Labour,,Jon,Trickett,Hedley,410,Male,Re-elected Member,Hemsworth
N05000012,North Antrim,Northern Ireland,Northern Ireland,County,7/5/24 7:08,TUV gain from DUP,TUV,Traditional Unionist Voice,,Jim,Allister,,,Male,New member,
S14000048,North Ayrshire and Arran,Scotland,Scotland,County,7/5/24 4:24,Lab gain from SNP,Lab,Labour,,Irene,Campbell,,,Female,New member,
E14001384,North Bedfordshire,East of England,England,County,7/5/24 6:00,Con hold,Con,Conservative,,Richard,Fuller,Quentin,3912,Male,Re-elected Member,North East Bedfordshire
E14001385,North Cornwall,South West,England,County,7/5/24 7:16,LD gain from Con,LD,Liberal Democrat,,Ben,Maguire,,,Male,New member,
E14001386,North Cotswolds,South West,England,County,7/5/24 7:28,Con hold,Con,Conservative,Sir,Geoffrey,Clifton-Brown,Robert,249,Male,Re-elected Member,The Cotswolds
E14001387,North Devon,South West,England,County,7/5/24 4:43,LD gain from Con,LD,Liberal Democrat,,Ian,Roome,,,Male,New member,
E14001388,North Dorset,South West,England,County,7/5/24 5:51,Con hold,Con,Conservative,,Simon,Hoare,James,4494,Male,Re-elected Member,North Dorset
N05000013,North Down,Northern Ireland,Northern Ireland,County,7/5/24 5:21,Ind gain from Alliance,Ind,Independent,,Alex,Easton,,,Male,New member,
E14001389,North Durham,North East,England,County,7/5/24 3:44,Lab hold,Lab,Labour,,Luke,Akehurst,,,Male,New member,
E14001390,North East Cambridgeshire,East of England,England,County,7/5/24 3:03,Con hold,Con,Conservative,,Steve,Barclay,,4095,Male,Re-elected Member,North East Cambridgeshire
E14001391,North East Derbyshire,East Midlands,England,County,7/5/24 5:19,Lab gain from Con,Lab,Labour,,Louise,Jones,Elizabeth,,Female,New member,
S14000100,North East Fife,Scotland,Scotland,County,7/5/24 5:49,LD gain from SNP,LD,Liberal Democrat,,Wendy,Chamberlain,Anne,4765,Female,Re-elected Member,North East Fife
E14001392,North East Hampshire,South East,England,County,7/5/24 5:45,LD gain from Con,LD,Liberal Democrat,,Alex,Brewer,,,Female,New member,
E14001393,North East Hertfordshire,East of England,England,County,7/5/24 5:43,Lab gain from Con,Lab,Labour,,Chris,Hinchliff,,,Male,New member,
E14001394,North East Somerset and Hanham,South West,England,County,7/5/24 6:26,Lab gain from Con,Lab,Labour,,Dan,Norris,,221,Male,Historical member,
E14001395,North Herefordshire,West Midlands,England,County,7/5/24 6:21,Green gain from Con,Green,Green,,Ellie,Chowns,,,Female,New member,
E14001396,North Norfolk,East of England,England,County,7/5/24 4:29,LD gain from Con,LD,Liberal Democrat,,Steff,Aquarone,,,Male,New member,
E14001397,North Northumberland,North East,England,County,7/5/24 5:03,Lab gain from Con,Lab,Labour,,David,Smith,,,Male,New member,
E14001398,North Shropshire,West Midlands,England,County,7/5/24 5:12,LD gain from Con,LD,Liberal Democrat,,Helen,Morgan,Margaret Lilian,4934,Female,Re-elected Member,North Shropshire
E14001399,North Somerset,South West,England,County,7/5/24 6:44,Lab gain from Con,Lab,Labour,,Sadik,Al-Hassan,Adam,,Male,New member,
E14001400,North Warwickshire and Bedworth,West Midlands,England,County,7/5/24 3:24,Lab gain from Con,Lab,Labour,,Rachel,Taylor,,,Female,New member,
E14001401,North West Cambridgeshire,East of England,England,County,7/5/24 6:11,Lab gain from Con,Lab,Labour,,Sam,Carling,,,Male,New member,
E14001402,North West Essex,East of England,England,County,7/5/24 3:47,Con hold,Con,Conservative,,Kemi,Badenoch,,4597,Female,Re-elected Member,Saffron Walden
E14001403,North West Hampshire,South East,England,County,7/5/24 5:46,Con hold,Con,Conservative,,Kit,Malthouse,,4495,Male,Re-elected Member,North West Hampshire
E14001404,North West Leicestershire,East Midlands,England,County,7/5/24 4:48,Lab gain from Con,Lab,Labour,,Amanda,Hack,Jayne,,Female,New member,
E14001405,North West Norfolk,East of England,England,County,7/5/24 5:47,Con hold,Con,Conservative,,James,Wild,Oliver,4787,Male,Re-elected Member,North West Norfolk
E14001406,Northampton North,East Midlands,England,Borough,7/5/24 6:28,Lab gain from Con,Lab,Labour,,Lucy,Rigby,,,Female,New member,
E14001407,Northampton South,East Midlands,England,Borough,7/5/24 6:22,Lab gain from Con,Lab,Labour,,Mike,Reader,,,Male,New member,
E14001408,Norwich North,East of England,England,Borough,7/5/24 4:32,Lab gain from Con,Lab,Labour and Co-operative,,Alice,Macdonald,,,Female,New member,
E14001409,Norwich South,East of England,England,Borough,7/5/24 2:24,Lab hold,Lab,Labour,,Clive,Lewis,Anthony,4500,Male,Re-elected Member,Norwich South
E14001410,Nottingham East,East Midlands,England,Borough,7/5/24 4:12,Lab hold,Lab,Labour,,Nadia,Whittome,,4869,Female,Re-elected Member,Nottingham East
E14001411,Nottingham North and Kimberley,East Midlands,England,Borough,7/5/24 3:55,Lab hold,Lab,Labour and Co-operative,,Alex,Norris,,4641,Male,Re-elected Member,Nottingham North
E14001412,Nottingham South,East Midlands,England,Borough,7/5/24 3:44,Lab hold,Lab,Labour,,Lilian,Greenwood,Rachel,4029,Female,Re-elected Member,Nottingham South
E14001413,Nuneaton,West Midlands,England,County,7/5/24 2:09,Lab gain from Con,Lab,Labour,,Jodie,Gosling,Claire,,Female,New member,
E14001414,Old Bexley and Sidcup,London,England,Borough,7/5/24 6:03,Con hold,Con,Conservative,,Louie,French,Thomas,4932,Male,Re-elected Member,Old Bexley and Sidcup
E14001415,Oldham East and Saddleworth,North West,England,County,7/5/24 5:04,Lab hold,Lab,Labour,,Debbie,Abrahams,Angela Elspeth Marie,4212,Female,Re-elected Member,Oldham East and Saddleworth
E14001416,"Oldham West, Chadderton and Royton",North West,England,Borough,7/5/24 4:28,Lab hold,Lab,Labour and Co-operative,,Jim,McMahon,,4569,Male,Re-elected Member,Oldham West and Royton
S14000051,Orkney and Shetland,Scotland,Scotland,County,7/5/24 6:42,LD hold,LD,Liberal Democrat,,Alistair,Carmichael,Morrison,1442,Male,Re-elected Member,Orkney and Shetland
E14001417,Orpington,London,England,Borough,7/5/24 5:37,Con hold,Con,Conservative,,Gareth,Bacon,,4798,Male,Re-elected Member,Orpington
E14001418,Ossett and Denby Dale,Yorkshire and The Humber,England,County,7/5/24 6:27,Lab gain from Con,Lab,Labour,,Jade,Botterill,,,Female,New member,
E14001419,Oxford East,South East,England,Borough,7/5/24 5:47,Lab hold,Lab,Labour and Co-operative,,Anneliese,Dodds,,4657,Female,Re-elected Member,Oxford East
E14001420,Oxford West and Abingdon,South East,England,County,7/5/24 5:49,LD hold,LD,Liberal Democrat,,Layla,Moran,Michelle,4656,Female,Re-elected Member,Oxford West and Abingdon
S14000101,Paisley and Renfrewshire North,Scotland,Scotland,Borough,7/5/24 4:00,Lab gain from SNP,Lab,Labour,,Alison,Taylor,Suzanne Watt,,Female,New member,
S14000102,Paisley and Renfrewshire South,Scotland,Scotland,County,7/5/24 3:18,Lab gain from SNP,Lab,Labour,,Johanna,Baxter,,,Female,New member,
E14001421,Peckham,London,England,Borough,7/5/24 6:14,Lab hold,Lab,Labour and Co-operative,,Miatta,Fahnbulleh,,,Female,New member,
E14001422,Pendle and Clitheroe,North West,England,County,7/5/24 5:37,Lab gain from Con,Lab,Labour,,Jonathan,Hinder,James,,Male,New member,
E14001423,Penistone and Stocksbridge,Yorkshire and The Humber,England,County,7/5/24 4:12,Lab gain from Con,Lab,Labour,,Marie,Tidball,,,Female,New member,
E14001424,Penrith and Solway,North West,England,County,7/5/24 6:32,Lab gain from Con,Lab,Labour,,Markus,Campbell-Savours,Dale,,Male,New member,
S14000103,Perth and Kinross-shire,Scotland,Scotland,County,7/5/24 4:27,SNP hold,SNP,Scottish National Party,,Pete,Wishart,,1440,Male,Re-elected Member,Perth and North Perthshire
E14001425,Peterborough,East of England,England,County,7/5/24 5:52,Lab gain from Con,Lab,Labour and Co-operative,,Andrew,Pakes,,,Male,New member,
E14001426,Plymouth Moor View,South West,England,Borough,7/5/24 6:22,Lab gain from Con,Lab,Labour,,Fred,Thomas,,,Male,New member,
E14001427,Plymouth Sutton and Devonport,South West,England,Borough,7/5/24 6:20,Lab hold,Lab,Labour and Co-operative,,Luke,Pollard,,4682,Male,Re-elected Member,"Plymouth, Sutton and Devonport"
E14001428,"Pontefract, Castleford and Knottingley",Yorkshire and The Humber,England,County,7/5/24 6:25,Lab hold,Lab,Labour,,Yvette,Cooper,,420,Female,Re-elected Member,"Normanton, Pontefract and Castleford"
W07000106,Pontypridd,Wales,Wales,County,7/5/24 2:50,Lab hold,Lab,Labour,,Alex,Davies-Jones,Mary,4849,Female,Re-elected Member,Pontypridd
E14001429,Poole,South West,England,Borough,7/5/24 11:38,Lab gain from Con,Lab,Labour,,Neil,Duncan-Jordan,John,,Male,New member,
E14001430,Poplar and Limehouse,London,England,Borough,7/5/24 6:15,Lab hold,Lab,Labour,,Apsana,Begum,,4790,Female,Re-elected Member,Poplar and Limehouse
E14001431,Portsmouth North,South East,England,Borough,7/5/24 5:49,Lab gain from Con,Lab,Labour,,Amanda,Martin,Louise,,Female,New member,
E14001432,Portsmouth South,South East,England,Borough,7/5/24 5:50,Lab hold,Lab,Labour,,Stephen,Morgan,James,4653,Male,Re-elected Member,Portsmouth South
E14001433,Preston,North West,England,Borough,7/5/24 5:51,Lab hold,Lab,Labour and Co-operative,Sir,Mark,Hendrick,Philip,473,Male,Re-elected Member,Preston
E14001434,Putney,London,England,Borough,7/5/24 6:16,Lab hold,Lab,Labour,,Fleur,Anderson,,4788,Female,Re-elected Member,Putney
E14001435,Queen's Park and Maida Vale,London,England,Borough,7/5/24 6:17,Lab hold,Lab,Labour,,Georgia,Gould,,,Female,New member,
E14001436,Rawmarsh and Conisbrough,Yorkshire and The Humber,England,County,7/5/24 3:26,Lab hold,Lab,Labour,,John,Healey,,400,Male,Re-elected Member,Wentworth and Dearne
E14001437,Rayleigh and Wickford,East of England,England,County,7/5/24 2:13,Con hold,Con,Conservative,Mr,Mark,Francois,Gino,1444,Male,Re-elected Member,Rayleigh and Wickford
E14001438,Reading Central,South East,England,Borough,7/5/24 5:51,Lab hold,Lab,Labour,,Matt,Rodda,,4654,Male,Re-elected Member,Reading East
E14001439,Reading West and Mid Berkshire,South East,England,County,7/5/24 6:31,Lab gain from Con,Lab,Labour,,Olivia,Bailey,Joanna,,Female,New member,
E14001440,Redcar,North East,England,Borough,7/5/24 2:32,Lab gain from Con,Lab,Labour and Co-operative,,Anna,Turley,,4449,Female,Historical member,
E14001441,Redditch,West Midlands,England,County,7/5/24 3:50,Lab gain from Con,Lab,Labour,Mr,Chris,Bloore,James,,Male,New member,
E14001442,Reigate,South East,England,County,7/5/24 5:52,Con hold,Con,Conservative,,Rebecca,Paul,Sheila,,Female,New member,
W07000107,Rhondda and Ogmore,Wales,Wales,County,7/5/24 3:23,Lab hold,Lab,Labour,Sir,Chris,Bryant,,1446,Male,Re-elected Member,Rhondda
E14001443,Ribble Valley,North West,England,County,7/5/24 5:09,Lab gain from Con,Lab,Labour,,Maya,Ellis,,,Female,New member,
E14001444,Richmond and Northallerton,Yorkshire and The Humber,England,County,7/5/24 10:51,Con hold,Con,Conservative,,Rishi,Sunak,,4483,Male,Re-elected Member,Richmond (Yorks)
E14001445,Richmond Park,London,England,Borough,7/5/24 6:18,LD hold,LD,Liberal Democrat,,Sarah,Olney,,4591,Female,Re-elected Member,Richmond Park
E14001446,Rochdale,North West,England,County,7/5/24 3:38,Lab hold,Lab,Labour and Co-operative,,Paul,Waugh,,,Male,New member,
E14001447,Rochester and Strood,South East,England,County,7/5/24 5:53,Lab gain from Con,Lab,Labour,,Lauren,Edwards,Rae,,Female,New member,
E14001448,Romford,London,England,Borough,7/5/24 6:19,Con hold,Con,Conservative,,Andrew,Rosindell,Richard,1447,Male,Re-elected Member,Romford
E14001449,Romsey and Southampton North,South East,England,County,7/5/24 5:54,Con hold,Con,Conservative,,Caroline,Nokes,Fiona Ellen,4048,Female,Re-elected Member,Romsey and Southampton North
E14001450,Rossendale and Darwen,North West,England,County,7/5/24 4:30,Lab gain from Con,Lab,Labour,,Andy,MacNae,,,Male,New member,
E14001451,Rother Valley,Yorkshire and The Humber,England,County,7/5/24 3:47,Lab gain from Con,Lab,Labour,,Jake,Richards,,,Male,New member,
E14001452,Rotherham,Yorkshire and The Humber,England,Borough,7/5/24 6:19,Lab hold,Lab,Labour,,Sarah,Champion,,4267,Female,Re-elected Member,Rotherham
E14001453,Rugby,West Midlands,England,County,7/5/24 4:05,Lab gain from Con,Lab,Labour,,John,Slinger,Anthony,,Male,New member,
E14001454,"Ruislip, Northwood and Pinner",London,England,Borough,7/5/24 6:20,Con hold,Con,Conservative,,David,Simmonds,Timothy,4872,Male,Re-elected Member,"Ruislip, Northwood and Pinner"
E14001455,Runcorn and Helsby,North West,England,County,7/5/24 2:54,Lab hold,Lab,Labour,,Mike,Amesbury,,4667,Male,Re-elected Member,Weaver Vale
